,barcode,url_openfoodfact,product_name,brands,brands_tags,categories,categories_tags,countries,ingredients_text,allergens_tags,serving_size,serving_quantity,additives_n,additives_tags,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_2,states,brand_owner,main_category,image_url,image_small_url,image_front_url,image_front_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,energy-kcal_100g,energy_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin-a_100g,vitamin-c_100g,calcium_100g,iron_100g,nutrition-score-fr_100g,nutriscore,additifs_Sans,ingredients_from_palm_oil_n_1,ingredients_from_palm_oil_n_2,ingredients_that_may_be_from_palm_oil_n_1,ingredients_that_may_be_from_palm_oil_n_2,pnns_groups_1_Fruits and vegetables,pnns_groups_1_Salty snacks,pnns_groups_1_unknown
8370,'41780044686,https://world-fr.openfoodfacts.org/produit/0041780044686,chip,,,,,en:United States,potatoes  cottonseed oil. whey  dextrose  shortening powder [coconut oil  corn syrup solids  sodium caseinate]  salt  dehydrated sour cream [sour cream (cream  nonfat milk  cultures)  cultured nonfat milk  citric acid]  dehydrated onion  sugar  citric acid  dehydrated parsley  natural and artificial flavor  garlic powder  disodium inosinate and disodium guanylate. contains milk gluten free utz quality foods  llc hanover  pa 17331 1-800-for-snax www.utzsnacks.com,en:milk,,,0.8459087285190557,en:e330 en:e627 en:e631,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-to-be-selected  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/004/178/004/4686/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/004/178/004/4686/ingredients_en.4.200.jpg,,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,0,1
8371,'41780015402,https://world-fr.openfoodfacts.org/produit/0041780015402,Potato chips,,,,,en:United States,potatoes  cottonseed oil  salt  maltodextrin  coconut oil  garlic powder  yeast extract  sour cre am (cream  nonfat milk  cultures)  dextrose&quot /   onion powder  tomato powder  spices  cream  citric acid  cultured nonfat milk  paprika  lactic acid  sugar&quot /   malic acid  vinegar  nonfat milk  sodium caseinate. natural flavors  buttermilk  adds a trivial amount of added sugar. contains milk ten free,en:milk,,,0.8459087285190557,en:e270 en:e296 en:e330,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-to-be-selected  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/004/178/001/5402/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/004/178/001/5402/ingredients_en.4.200.jpg,,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,1,0
8375,'7771228000372,https://world-fr.openfoodfacts.org/produit/7771228000372,Baked Potato Chips,Campo Verde,campo-verde,Alimentos y bebidas de origen vegetal Alimentos de origen vegetal Botanas Cereales y patatas Snacks salados Aperitivos Patatas fritas Chips fritos Chips de patatas fritas Chips de patatas fritas onduladas,en:plant-based-foods-and-beverages en:plant-based-foods en:snacks en:cereals-and-potatoes en:salty-snacks en:appetizers en:chips-and-fries en:crisps en:potato-crisps en:wavy-potato-crisps,Bolivia,Polvo para hojuela de papa  Almidï¿½n de papa  Almidï¿½n de yuca  Aceite de palma  Azï¿½car  Sal  Monoestearato de glicerol  Glutamato monosï¿½dico  Sabor artificial Original,,,,0.3196278936876233,en:e471 en:e621,,,4.0,Appetizers,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-completed  en:brands-completed  en:packaging-completed  en:quantity-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,en:wavy-potato-crisps,https://images.openfoodfacts.org/images/products/777/122/800/0372/front_es.4.400.jpg,https://images.openfoodfacts.org/images/products/777/122/800/0372/front_es.4.200.jpg,https://images.openfoodfacts.org/images/products/777/122/800/0372/front_es.4.400.jpg,https://images.openfoodfacts.org/images/products/777/122/800/0372/front_es.4.200.jpg,https://images.openfoodfacts.org/images/products/777/122/800/0372/ingredients_es.7.400.jpg,https://images.openfoodfacts.org/images/products/777/122/800/0372/ingredients_es.7.200.jpg,https://images.openfoodfacts.org/images/products/777/122/800/0372/nutrition_es.10.400.jpg,560,0.9501503644343386,0.23427559747279955,,,,65.0,-0.044624620602479126,,-0.32218202420570907,-0.3893960372279931,-0.05367293995253608,,,,,,False,0,0,0,0,0,0,1,0
8377,'28400208536,https://world-fr.openfoodfacts.org/produit/0028400208536,Flamin' hot Dill Pickle Chips,Lay's,lay-s,,,en:us,Potatoes  Vegetable Oil (Sunflower  Corn  and/or Canola Oil)  Flamin' Hot Dill Pickle Seasoning (Maltodextrin [Made from Corn]  Natural Flavors  Salt  Spices  Whey  Garlic Powder  Sour Cream [Cultured Cream  Skim Milk]  Canola Oil  Yeast Extract  Malic Acid  Vegetable Juice Concentrate [Color]  Paprika Extracts  and Annatto Extracts).,en:milk,,,0.3196278936876233,en:e160c en:e296,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/002/840/020/8536/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/002/840/020/8536/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/002/840/020/8536/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/002/840/020/8536/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/002/840/020/8536/ingredients_en.11.400.jpg,https://images.openfoodfacts.org/images/products/002/840/020/8536/ingredients_en.11.200.jpg,https://images.openfoodfacts.org/images/products/002/840/020/8536/nutrition_en.7.400.jpg,535 71,0.8325395819698586,0.3328142723358138,3 57,,,53.57,-0.044624620602479126,,0.07259082230160566,-0.14913684435799546,-0.05284710098586064,,,,,,False,0,0,0,0,0,0,1,0
8378,'9414882211545,https://world-fr.openfoodfacts.org/produit/9414882211545,Tortillas Chips Nacho Cheese,Eta,eta,Aliments et boissons e base de vegetaux  Aliments d'origine vegetale  Snacks  Cereales et pommes de terre  Snacks sales  Aperitif  Chips et frites  Chips  Chips de pommes de terre  Chips de pommes de terre aromatisees  Chips fromage et oignon  Chips cheddar et oignon,en:plant-based-foods-and-beverages en:plant-based-foods en:snacks en:cereals-and-potatoes en:salty-snacks en:appetizers en:chips-and-fries en:crisps en:potato-crisps en:flavoured-potato-crisps en:cheese-and-onion-crisps en:cheddar-and-onion-crisps,Australie,Com  Vegetable Oil  Salt  Cheese Powders (including Cheddar)  Milk Solids  Sugar  Vegetable Powders (Onion  Garlic  Tomato)  Flavour Enhancers (621  627  631)  Vegetable Extract  Food Acids (262  330 270)  Spices  Herbs  Corn Starch  Natural Colour (Paprika Extract)  Flavours. Contains: Millk. May contain: Soy.,,25g,25,-0.2066529411438092,en:e160c,,,4.0,Appetizers,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-completed  en:categories-completed  en:brands-completed  en:packaging-completed  en:quantity-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,en:cheddar-and-onion-crisps,https://images.openfoodfacts.org/images/products/941/488/221/1545/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/941/488/221/1545/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/941/488/221/1545/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/941/488/221/1545/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/941/488/221/1545/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/941/488/221/1545/ingredients_fr.7.200.jpg,https://images.openfoodfacts.org/images/products/941/488/221/1545/nutrition_fr.10.400.jpg,,0.6238380954397518,-0.6155872728585471,,,0 0025,,-0.044624583505773585,,0.0973833199083453,2.0568580264915597,-0.055811021111989496,,,,,,False,0,0,0,0,0,0,1,0
8380,'851769007041,https://world-fr.openfoodfacts.org/produit/0851769007041,Grain free tortilla chips,,,,,en:us,cussava flour  avocado oil  coconut flour  nutritional yeast  tomato powder  chia seed  sea salt  citric acid  garlic powder  jalapeï¿½o powder  onion powder  powder  serrano powder,,,,-0.2066529411438092,en:e330,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/085/176/900/7041/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/085/176/900/7041/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/085/176/900/7041/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/085/176/900/7041/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/085/176/900/7041/ingredients_en.8.400.jpg,https://images.openfoodfacts.org/images/products/085/176/900/7041/ingredients_en.8.200.jpg,https://images.openfoodfacts.org/images/products/085/176/900/7041/nutrition_en.5.400.jpg,130,-1.124180985110756,-0.4297316455394254,1,,,19.0,-0.044624605145518484,3,-0.512893544257552,-0.4136641976810396,-0.09127932595569087,,,,,,False,0,0,0,0,0,0,1,0
8385,'77072003758,https://world-fr.openfoodfacts.org/produit/0077072003758,Delishus BBQ Potato Chips,,,,,en:United States,selected white potatoes  corn oil with propylene glycol  bha  propyl gallate  citric acid added as preservatives and salt  dextrose  salt  soy flour  paprika  torula yeast  monosodium glutamate  onion and garlic powder  natural smoke flavor  extracts of spice and not more than 2% silicon dixide added asa flow agent and salt. contains: soybean ingredients. allergy information: this product is manufactured in a facility that processes milk and soy.,en:soybeans,,,1.3721895633504881,en:e1520 en:e310 en:e320 en:e621,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-to-be-selected  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/007/707/200/3758/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/007/707/200/3758/ingredients_en.4.200.jpg,,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,1,0
8387,'814879023561,https://world-fr.openfoodfacts.org/produit/0814879023561,java chip,,,,,en:United States,sugar  non - hydrogenated non dairy creamer (non - hydrogenated coconut oil  corn syrup solids  sodium caseï¿½nate ja milk derivative]  sugar  dipotassium phosphate  silicon dioxide  propylene glycol esters of fatty acids  mono   diglycerides  salt  soy lecithin  carrageenan  artificial flavor and annatto)  chocolate chips (sugar  unsweetened chocolate  cocoa butter  soy lecthin  vanillin (artificial flavor])  nonfat milk  cocoa powder (processed with alkali)  natural and artificial flavors   coffee (arabica)  chicory  salt  silicon dioxide (anti-caking agent)  xanthan gum  cellulose gum ,en:soybeans,,,2.9510320678447854,en:e160b en:e322 en:e322i en:e340 en:e340ii en:e407 en:e415 en:e466 en:e477,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-to-be-selected  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/081/487/902/3561/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/081/487/902/3561/ingredients_en.4.200.jpg,,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,0,1
8388,'28400174541,https://world-fr.openfoodfacts.org/produit/0028400174541,Cool ranch flavored tortilla chips,Doritos,doritos,,,en:us,corn  vegetable oil (corn  canola  and/or sunflower oil)  salt  corn starch  tomato powder  lactose  whey  skim milk  onion powder  sugar  garlic powder  monosodium glutamate  maltodextrin (made from corn)  cheddar cheese (milk  cheese cultures  salt  enzymes)  dextrose  malic acid  corn syrup solids  buttermilk  natural and artificial flavors  sodium acetate  artificial color (red 40  blue 1  yellow 5)  spice  citric acid  disodium inosinate  and disodium guanylate. contains milk ingredients.,en:milk,,,4.003593737507651,en:e102 en:e129 en:e133 en:e262 en:e262i en:e296 en:e330 en:e621 en:e627 en:e631,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/002/840/017/4541/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/002/840/017/4541/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/002/840/017/4541/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/002/840/017/4541/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/002/840/017/4541/ingredients_en.8.400.jpg,https://images.openfoodfacts.org/images/products/002/840/017/4541/ingredients_en.8.200.jpg,https://images.openfoodfacts.org/images/products/002/840/017/4541/nutrition_en.5.400.jpg,535 71,0.8325395819698586,0.1431738037315223,3 57,,,64.29,-0.044624620602479126,,0.07259082230160566,-0.162452767849171,-0.054910560883311414,,,,,,False,0,0,0,0,0,0,1,0
8390,'78742236162,https://world-fr.openfoodfacts.org/produit/0078742236162,c. chips,,,,,en:United States,sugar  chocolate liquor  cocoa butter  butterfat (milk)  so lecithin (an emulsifier)  vanilla extract. con tains milk and soy.,en:milk en:soybeans,,,-0.2066529411438092,en:e322 en:e322i,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/007/874/223/6162/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/007/874/223/6162/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/007/874/223/6162/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/007/874/223/6162/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/007/874/223/6162/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/007/874/223/6162/ingredients_en.4.200.jpg,,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,1,0
8391,'2000000121917,https://world-fr.openfoodfacts.org/produit/2000000121917,The good crisp company,The good crisp company Good crisps,the-good-crisp-company good-crisps,Chips,en:chips,United-States,Dried potato flakes  palm oil  tapioca starch  salt  sugar  brown sugar  tomato powder  paprika extract  onion powder  yeast extract  torula yeast  garlic powder  spices  citric acid  natural flavors,,1 oz,2 834 952 313,0.3196278936876233,en:e160c en:e330,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-completed  en:packaging-code-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-completed  en:brands-completed  en:packaging-completed  en:quantity-completed  en:product-name-completed  en:photos-to-be-uploaded,,en:chips,,,,,,,,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,1,0
8393,'5026489506043,https://world-fr.openfoodfacts.org/produit/5026489506043,Hummus chips,,,,,en:United Kingdom,chickpea flour (31%)  potato starch  rice flour  rapeseed oil  sea salt & rosemary seasoning (yeat powee flour  herb (rosemary  parsley)  maltodextrin  sea salt  yeast extract powder  rosemary extract  natural flavouring)  cmniu product description: chickpea-based snack with a salt & rosemary flavour seasoning. storage instructions: to maintain freshness ,,,,-0.2066529411438092,en:e392,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/502/648/950/6043/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/502/648/950/6043/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/502/648/950/6043/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/502/648/950/6043/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/502/648/950/6043/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/502/648/950/6043/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/502/648/950/6043/nutrition_en.16.400.jpg,28,-1.616532005819903,-0.1375684586140464,1 3,,,65.0,-0.04462460669121455,,0.1259900479161217,-0.4025798291740523,-0.07410278546423178,,,,,,False,0,0,0,0,0,0,1,0
8395,'4088700051948,https://world-fr.openfoodfacts.org/produit/4088700051948,sprinter salt & vinigar chips,,,,,en:Australia,potatoes (59%)  vegetable oils  natural flavours  salt (2%)  maltodextrin (from corn and tapioca)  potato starch  sugar  acidity regulators (330  260)  mineral salt (508)  glucose powder (from maize) contains sustainable palm oil (sg)  may contain milk and soy ,,,,0.8459087285190557,en:e260 en:e330 en:e508,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-to-be-selected  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/408/870/005/1948/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/408/870/005/1948/ingredients_en.4.200.jpg,,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,1,0
8400,'8901491000871,https://world-fr.openfoodfacts.org/produit/8901491000871,Doritos Masala Mayhem Flavour,PepsiCo,pepsico,Snacks  Salty snacks  Appetizers  Chips and fries  Crisps  Corn chips,en:snacks en:salty-snacks en:appetizers en:chips-and-fries en:crisps en:corn-chips,India,Corn (78%)  Edible Vegetable Oil (Palmolein Gil)  Sugar  *Spices & Condiments (Garlic Powder  Onion Powder  Chilli  Spice Extract)  Rice Flour  lodised Salt  Potassium Chloride (508)  Citric Acid (330). CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES) &quot / Used as natural flavouring agent. Manufactured Ry:,,20g,20,0.3196278936876233,en:e330 en:e508,,,4.0,Appetizers,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-completed  en:characteristics-completed  en:origins-completed  en:categories-completed  en:brands-completed  en:packaging-completed  en:quantity-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,en:corn-chips,https://images.openfoodfacts.org/images/products/890/149/100/0871/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/149/100/0871/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/890/149/100/0871/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/149/100/0871/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/890/149/100/0871/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/149/100/0871/ingredients_en.7.200.jpg,,,,0.03241739559708314,,,,66.6,-0.04462455104615624,,0.049705439895384576,1.7883667268150236,-0.05997161147633126,,,,,,False,0,0,0,0,0,0,1,0
8403,'23055278,https://world-fr.openfoodfacts.org/produit/23055278,zo'n maan ster chips,,,,,en:Netherlands,sunflower oil  potato starch  dried potato (27 3%)  rice flour  salt  wheat flour  dextrose  hydrolized wheat protein  sugar  onion powder  yeast extract  spices  spice extract (extract of paprika  kurkuma extract)  voeding acid (citric acid) ,en:gluten,,,-0.2066529411438092,en:e330,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-selected  en:ingredients-photo-selected  en:front-photo-to-be-selected  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/23055278/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/23055278/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/23055278/nutrition_en.10.400.jpg,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,1,0
8405,'78742313696,https://world-fr.openfoodfacts.org/produit/0078742313696,Barbecue Flavored Potatos Chips,member's mark,member-s-mark,,,Estados Unidos,potatoes  corn oil  barbecue seasoning (sugar dextrose  salt  maltodextrin  molasses  torula yeast. onion powder  spices  tomato powder  monosodium glutamate. paprika color  natural flavors [including natural smoke flavor]  corn starch  caramel color  yeast extract  paprika oleoresin color  garlic powder  soybean oil)  salt.,en:soybeans,,,0.3196278936876233,en:e150c en:e621,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/007/874/231/3696/front_en.14.400.jpg,https://images.openfoodfacts.org/images/products/007/874/231/3696/front_en.14.200.jpg,https://images.openfoodfacts.org/images/products/007/874/231/3696/front_en.14.400.jpg,https://images.openfoodfacts.org/images/products/007/874/231/3696/front_en.14.200.jpg,https://images.openfoodfacts.org/images/products/007/874/231/3696/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/007/874/231/3696/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/007/874/231/3696/nutrition_en.13.400.jpg,140,-1.075753015860676,-0.40317135581893637,1,,,16.0,-0.0446245742315972,,-0.4175377842316305,-0.40889278077405833,-0.08388545090969855,,,,,,False,0,0,0,0,0,0,1,0
8407,'194283100912,https://world-fr.openfoodfacts.org/produit/0194283100912,Circle K sour cream and cheddar chips,,,,,en:United States,potatoes  vegetable oil (contains one or more of the ollowing: cor?  cottonseed  canola oil)  seasoning (whey corn maltodextrin  cheddar cheese [cultured milk  salt  enzymes]  salt  onio? powder  natural & artificial flav rs  &quot / nur cream solids  nonfat dry milk  buttermilk  natuk al annati3 d'codium inosinate & disodium guanylate  citric acid  garlic powder  disodi m .'osphate  lactic acid)  salt. allergen: milk loks [extractiv?s of paprika  turmeric  and contains bioengineered food ingredients,en:milk,,,0.8459087285190557,en:e270 en:e330 en:e627,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-to-be-selected  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/019/428/310/0912/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/019/428/310/0912/ingredients_en.4.200.jpg,,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,1,0
8408,'4088700063651,https://world-fr.openfoodfacts.org/produit/4088700063651,Blackstone Deli style chilli chips,,,,,en:Australia,potatoes (62%)  sunflower oil (33% chilli flavoured seasoning (5%) [rice flour  salt  spices   spice ex ct (black pepper  paprika  chilli)  vegetable powders (garlic  onion  tmato)  sugar  acidity regulator (330)  natural flavour  yeast extract  rosemaryxtract]  contains 0 1% chilli  may contain milk and soy  suitable for vegetarians,,,,-0.2066529411438092,en:e330,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-to-be-selected  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/408/870/006/3651/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/408/870/006/3651/ingredients_en.4.200.jpg,,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,1,0
